Timestamp,Odometer,Gear(dashboard),RPM,Fuel_level,Avg_fuel_consumption,Velocity,Acceleration_x,Acceleration_y,Acceleration_z,Coordinate(location)_x,Coordinate(location)_y,Coordinate(location)_z,Rotation_angle_x,Rotation_angle_y,Rotation_angle_z,Steering_wheel_x,Accelerator,Brake,Clutch,Winker(left),Winker(right),
20200518_160126_2761672862,132898.9688,0,1271.491577,278.9532471,0.314571887,112.4584503,0.10929513,-0.143702641,-0.056100924,-28633.89844,6.815680027,-1970.758301,0.596318424,0.00571,0.000335931,-0.012100404,0.5, 0.00.0,0,0,0, 
20200518_160126_2761706194,132898.9844,0,1271.600708,278.9395752,0.314571917,112.4671402,0.114134289,-0.136995226,-0.060575742,-28633.3125,6.863263607,-1969.899902,0.595885277,0.005575066,0.000344811,-0.012252995,0.5, 0.00.0,0,0,0, 
20200518_160126_2761739526,132899.0156,0,1271.717285,278.9259338,0.314571977,112.4766693,0.105579846,-0.0923343,-0.066355236,-28632.72656,6.909910202,-1969.039795,0.595455527,0.005417478,0.000360482,-0.012283512,0.5, 0.00.0,0,0,0, 
20200518_160126_2761756192,132899.0313,0,1271.844238,278.9122925,0.314571977,112.486969,0.074260049,-0.031040333,-0.072581068,-28632.14453,6.955559254,-1968.178101,0.595030069,0.005240083,0.00037437,-0.012314031,0.5, 0.00.0,0,0,0, 
20200518_160126_2761806190,132899.0469,0,1271.911133,278.9054565,0.314572006,112.4923782,0.050994262,-0.006130376,-0.075510867,-28631.85352,6.977979183,-1967.746582,0.594816923,0.005146016,0.000378392,-0.012436103,0.5, 0.00.0,0,0,0, 
20200518_160126_2761839522,132899.0625,0,1272.12085,278.8850098,0.314572066,112.510231,0.01239336,0.055287156,-0.086314522,-28630.98633,7.043479919,-1966.449707,0.594169736,0.004854101,0.000377937,-0.012649729,0.5, 0.00.0,0,0,0, 
20200518_160126_2761856188,132899.0938,0,1272.263672,278.8713379,0.314572126,112.5235748,0.007290075,0.060791627,-0.094073921,-28630.41016,7.085577965,-1965.582886,0.593729138,0.004658682,0.000372397,-0.012680247,0.5, 0.00.0,0,0,0, 
20200518_160126_2761906186,132899.0938,0,1272.343506,278.8645325,0.314572126,112.530571,0.007568231,0.050994199,-0.098022297,-28630.12305,7.106128693,-1965.148804,0.593506336,0.004561769,0.000369779,-0.012893873,0.5, 0.00.0,0,0,0, 
20200518_160126_2761922852,132899.125,0,1272.607178,278.8440552,0.314572215,112.5543442,0.037713893,-0.010982684,-0.112305097,-28629.26563,7.165708542,-1963.84375,0.59282577,0.004269931,0.000370044,-0.013290608,0.5, 0.00.0,0,0,0, 
20200518_160126_2761956184,132899.1406,0,1272.701904,278.8372498,0.314572215,112.5628967,0.050791122,-0.033047773,-0.1175467,-28628.98047,7.184859753,-1963.407837,0.592593729,0.004169527,0.000373535,-0.013321126,0.5, 0.00.0,0,0,0, 
