Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200717_170239_2987463910,48,-0.360608,2.30E-05,-0.973916,102,28.96772623,0,0,0,1
20200717_170239_2987497242,48,-0.297377,0.001348,-0.979604,103,28.96772623,0,0,0,1
20200717_170239_2987713908,48,-0.231137,0.007262,-0.963209,107,28.96772623,0,0,0,1
20200717_170239_2987763906,48,-0.198111,0.007844,-0.964233,107,28.96772623,0,0,0,1
20200717_170239_2987780772,49,-0.098077,0.016029,-0.963833,108,28.96772623,0,0,0,1
20200717_170239_2987613904,49,-0.073677,0.018946,-0.961767,109,28.96772623,0,0,0,1
20200717_170239_2987647236,49,-0.037741,0.024114,-0.977118,111,28.96772623,0,0,0,1
20200717_170240_2987663902,49,-0.007311,0.027623,-0.94719,113,28.96772623,0,0,0,1
20200717_170240_2987697234,49,0.003644,0.029129,-0.939004,114,28.96772623,0,0,0,1
20200717_170240_2987713900,49,0.027686,0.029409,-0.924841,116,28.96772623,0,0,0,1
